name	chromosome	coord	unique_bcs	gene	orientation	type
chrX:12975431-12975630	chrX	12975431-12975630	96	TMSB4X	plus	test
chrX:12975481-12975680	chrX	12975481-12975680	15	TMSB4X	plus	test
chrX:12975531-12975730	chrX	12975531-12975730	111	TMSB4X	plus	test
chrX:12975581-12975780	chrX	12975581-12975780	83	TMSB4X	plus	test
chrX:12975631-12975830	chrX	12975631-12975830	83	TMSB4X	plus	test
chrX:12975681-12975880	chrX	12975681-12975880	93	TMSB4X	plus	test
chrX:12975731-12975930	chrX	12975731-12975930	121	TMSB4X	plus	test
chrX:12975781-12975980	chrX	12975781-12975980	78	TMSB4X	plus	test
chrX:12975831-12976030	chrX	12975831-12976030	110	TMSB4X	plus	test
chrX:12975881-12976080	chrX	12975881-12976080	87	TMSB4X	plus	test
chrX:12975931-12976130	chrX	12975931-12976130	78	TMSB4X	plus	test
chrX:12975981-12976180	chrX	12975981-12976180	104	TMSB4X	plus	test
chrX:12976031-12976230	chrX	12976031-12976230	106	TMSB4X	plus	test
chrX:12976081-12976280	chrX	12976081-12976280	89	TMSB4X	plus	test
chrX:12976131-12976330	chrX	12976131-12976330	74	TMSB4X	plus	test
chrX:12976181-12976380	chrX	12976181-12976380	61	TMSB4X	plus	test
chrX:12976231-12976430	chrX	12976231-12976430	35	TMSB4X	plus	test
chrX:12976281-12976480	chrX	12976281-12976480	20	TMSB4X	plus	test
chrX:16785293-16785492	chrX	16785293-16785492	97	TXLNG	plus	test
chrX:16785343-16785542	chrX	16785343-16785542	94	TXLNG	plus	test
chrX:16785393-16785592	chrX	16785393-16785592	83	TXLNG	plus	test
chrX:16785443-16785642	chrX	16785443-16785642	54	TXLNG	plus	test
chrX:16785493-16785692	chrX	16785493-16785692	29	TXLNG	plus	test
chrX:16785543-16785742	chrX	16785543-16785742	43	TXLNG	plus	test
chrX:16785593-16785792	chrX	16785593-16785792	31	TXLNG	plus	test
chrX:16785643-16785842	chrX	16785643-16785842	40	TXLNG	plus	test
chrX:16785693-16785892	chrX	16785693-16785892	63	TXLNG	plus	test
chrX:16785743-16785942	chrX	16785743-16785942	81	TXLNG	plus	test
chrX:16785793-16785992	chrX	16785793-16785992	50	TXLNG	plus	test
chrX:16785843-16786042	chrX	16785843-16786042	51	TXLNG	plus	test
chrX:16785893-16786092	chrX	16785893-16786092	68	TXLNG	plus	test
chrX:16785943-16786142	chrX	16785943-16786142	86	TXLNG	plus	test
chrX:16785993-16786192	chrX	16785993-16786192	94	TXLNG	plus	test
chrX:16786043-16786242	chrX	16786043-16786242	106	TXLNG	plus	test
chrX:16786093-16786292	chrX	16786093-16786292	169	TXLNG	plus	test
chrX:16786143-16786342	chrX	16786143-16786342	132	TXLNG	plus	test
chrX:16786193-16786392	chrX	16786193-16786392	136	TXLNG	plus	test
chrX:16786243-16786442	chrX	16786243-16786442	89	TXLNG	plus	test
chrX:16786293-16786492	chrX	16786293-16786492	179	TXLNG	plus	test
chrX:16786343-16786542	chrX	16786343-16786542	88	TXLNG	plus	test
chrX:16786393-16786592	chrX	16786393-16786592	52	TXLNG	plus	test
chrX:16786443-16786642	chrX	16786443-16786642	110	TXLNG	plus	test
chrX:16786493-16786692	chrX	16786493-16786692	122	TXLNG	plus	test
chrX:16786543-16786742	chrX	16786543-16786742	81	TXLNG	plus	test
chrX:16786593-16786792	chrX	16786593-16786792	11	TXLNG	plus	test
chrX:16786643-16786842	chrX	16786643-16786842	2	TXLNG	plus	test
chrX:16786693-16786892	chrX	16786693-16786892	7	TXLNG	plus	test
chrX:16786743-16786942	chrX	16786743-16786942	27	TXLNG	plus	test
chrX:16786793-16786992	chrX	16786793-16786992	78	TXLNG	plus	test
chrX:16787143-16787342	chrX	16787143-16787342	27	TXLNG	plus	test
chrX:16787193-16787392	chrX	16787193-16787392	128	TXLNG	plus	test
chrX:16787243-16787442	chrX	16787243-16787442	97	TXLNG	plus	test
chrX:16787293-16787492	chrX	16787293-16787492	125	TXLNG	plus	test
chrX:16787343-16787542	chrX	16787343-16787542	112	TXLNG	plus	test
chrX:16787393-16787592	chrX	16787393-16787592	81	TXLNG	plus	test
chrX:16787443-16787642	chrX	16787443-16787642	59	TXLNG	plus	test
chrX:16787493-16787692	chrX	16787493-16787692	70	TXLNG	plus	test
chrX:16787543-16787742	chrX	16787543-16787742	63	TXLNG	plus	test
chrX:16787593-16787792	chrX	16787593-16787792	68	TXLNG	plus	test
chrX:16787643-16787842	chrX	16787643-16787842	71	TXLNG	plus	test
chrX:16787693-16787892	chrX	16787693-16787892	30	TXLNG	plus	test
chrX:16787743-16787942	chrX	16787743-16787942	80	TXLNG	plus	test
chrX:16787793-16787992	chrX	16787793-16787992	44	TXLNG	plus	test
chrX:16787843-16788042	chrX	16787843-16788042	85	TXLNG	plus	test
chrX:16787893-16788092	chrX	16787893-16788092	89	TXLNG	plus	test
chrX:20138961-20139160	chrX	20138961-20139160	81	EIF1AX	minus	test
chrX:20139011-20139210	chrX	20139011-20139210	81	EIF1AX	minus	test
chrX:20139061-20139260	chrX	20139061-20139260	83	EIF1AX	minus	test
chrX:20139111-20139310	chrX	20139111-20139310	83	EIF1AX	minus	test
chrX:20139161-20139360	chrX	20139161-20139360	83	EIF1AX	minus	test
chrX:20139211-20139410	chrX	20139211-20139410	70	EIF1AX	minus	test
chrX:20139261-20139460	chrX	20139261-20139460	41	EIF1AX	minus	test
chrX:20139311-20139510	chrX	20139311-20139510	67	EIF1AX	minus	test
chrX:20139361-20139560	chrX	20139361-20139560	96	EIF1AX	minus	test
chrX:20139411-20139610	chrX	20139411-20139610	82	EIF1AX	minus	test
chrX:20139461-20139660	chrX	20139461-20139660	51	EIF1AX	minus	test
chrX:20139511-20139710	chrX	20139511-20139710	100	EIF1AX	minus	test
chrX:20139561-20139760	chrX	20139561-20139760	100	EIF1AX	minus	test
chrX:20139611-20139810	chrX	20139611-20139810	101	EIF1AX	minus	test
chrX:20139661-20139860	chrX	20139661-20139860	142	EIF1AX	minus	test
chrX:20139711-20139910	chrX	20139711-20139910	78	EIF1AX	minus	test
chrX:20139761-20139960	chrX	20139761-20139960	72	EIF1AX	minus	test
chrX:20139811-20140010	chrX	20139811-20140010	59	EIF1AX	minus	test
chrX:20139861-20140060	chrX	20139861-20140060	49	EIF1AX	minus	test
chrX:20139911-20140110	chrX	20139911-20140110	54	EIF1AX	minus	test
chrX:20139961-20140160	chrX	20139961-20140160	122	EIF1AX	minus	test
chrX:20140011-20140210	chrX	20140011-20140210	56	EIF1AX	minus	test
chrX:20140061-20140260	chrX	20140061-20140260	101	EIF1AX	minus	test
chrX:20140111-20140310	chrX	20140111-20140310	65	EIF1AX	minus	test
chrX:20140161-20140360	chrX	20140161-20140360	59	EIF1AX	minus	test
chrX:20140211-20140410	chrX	20140211-20140410	115	EIF1AX	minus	test
chrX:20140261-20140460	chrX	20140261-20140460	58	EIF1AX	minus	test
chrX:20140311-20140510	chrX	20140311-20140510	108	EIF1AX	minus	test
chrX:20140361-20140560	chrX	20140361-20140560	74	EIF1AX	minus	test
chrX:20140411-20140610	chrX	20140411-20140610	70	EIF1AX	minus	test
chrX:20140461-20140660	chrX	20140461-20140660	88	EIF1AX	minus	test
chrX:20140511-20140710	chrX	20140511-20140710	141	EIF1AX	minus	test
chrX:20140561-20140760	chrX	20140561-20140760	118	EIF1AX	minus	test
chrX:20140611-20140810	chrX	20140611-20140810	82	EIF1AX	minus	test
chrX:20140661-20140860	chrX	20140661-20140860	48	EIF1AX	minus	test
chrX:20140711-20140910	chrX	20140711-20140910	32	EIF1AX	minus	test
chrX:20140761-20140960	chrX	20140761-20140960	38	EIF1AX	minus	test
chrX:20140811-20141010	chrX	20140811-20141010	26	EIF1AX	minus	test
chrX:20140861-20141060	chrX	20140861-20141060	55	EIF1AX	minus	test
chrX:20140911-20141110	chrX	20140911-20141110	60	EIF1AX	minus	test
chrX:20140961-20141160	chrX	20140961-20141160	60	EIF1AX	minus	test
chrX:20141011-20141210	chrX	20141011-20141210	73	EIF1AX	minus	test
chrX:20141061-20141260	chrX	20141061-20141260	117	EIF1AX	minus	test
chrX:20141111-20141310	chrX	20141111-20141310	119	EIF1AX	minus	test
chrX:20141161-20141360	chrX	20141161-20141360	77	EIF1AX	minus	test
chrX:20141211-20141410	chrX	20141211-20141410	142	EIF1AX	minus	test
chrX:20141261-20141460	chrX	20141261-20141460	138	EIF1AX	minus	test
chrX:20141311-20141510	chrX	20141311-20141510	122	EIF1AX	minus	test
chrX:20141361-20141560	chrX	20141361-20141560	156	EIF1AX	minus	test
chrX:20141411-20141610	chrX	20141411-20141610	132	EIF1AX	minus	test
chrX:20141461-20141660	chrX	20141461-20141660	114	EIF1AX	minus	test
chrX:20141511-20141710	chrX	20141511-20141710	147	EIF1AX	minus	test
chrX:20141561-20141760	chrX	20141561-20141760	132	EIF1AX	minus	test
chrX:20141611-20141810	chrX	20141611-20141810	67	EIF1AX	minus	test
chrX:20141661-20141860	chrX	20141661-20141860	110	EIF1AX	minus	test
chrX:20141711-20141910	chrX	20141711-20141910	130	EIF1AX	minus	test
chrX:20141761-20141960	chrX	20141761-20141960	144	EIF1AX	minus	test
chrX:20141811-20142010	chrX	20141811-20142010	72	EIF1AX	minus	test
chrX:20141861-20142060	chrX	20141861-20142060	82	EIF1AX	minus	test
chrX:20141911-20142110	chrX	20141911-20142110	105	EIF1AX	minus	test
chrX:20141961-20142160	chrX	20141961-20142160	157	EIF1AX	minus	test
chrX:20142011-20142210	chrX	20142011-20142210	72	EIF1AX	minus	test
chrX:20142061-20142260	chrX	20142061-20142260	53	EIF1AX	minus	test
chrX:20142111-20142310	chrX	20142111-20142310	38	EIF1AX	minus	test
chrX:20142161-20142360	chrX	20142161-20142360	21	EIF1AX	minus	test
chrX:20142211-20142410	chrX	20142211-20142410	76	EIF1AX	minus	test
chrX:20142261-20142460	chrX	20142261-20142460	62	EIF1AX	minus	test
chrX:20142311-20142510	chrX	20142311-20142510	69	EIF1AX	minus	test
chrX:20142361-20142560	chrX	20142361-20142560	58	EIF1AX	minus	test
chrX:20142411-20142610	chrX	20142411-20142610	72	EIF1AX	minus	test
chrX:20142461-20142660	chrX	20142461-20142660	77	EIF1AX	minus	test
chrX:20142511-20142710	chrX	20142511-20142710	71	EIF1AX	minus	test
chrX:20142561-20142760	chrX	20142561-20142760	99	EIF1AX	minus	test
chrX:20142611-20142810	chrX	20142611-20142810	62	EIF1AX	minus	test
chrX:20142661-20142860	chrX	20142661-20142860	75	EIF1AX	minus	test
chrX:20142711-20142910	chrX	20142711-20142910	107	EIF1AX	minus	test
chrX:20142761-20142960	chrX	20142761-20142960	77	EIF1AX	minus	test
chrX:20142811-20143010	chrX	20142811-20143010	66	EIF1AX	minus	test
chrX:20142861-20143060	chrX	20142861-20143060	70	EIF1AX	minus	test
chrX:24146000-24146199	chrX	24146000-24146199	37	ZFX	plus	test
chrX:24146050-24146249	chrX	24146050-24146249	32	ZFX	plus	test
chrX:24146100-24146299	chrX	24146100-24146299	46	ZFX	plus	test
chrX:24146150-24146349	chrX	24146150-24146349	38	ZFX	plus	test
chrX:24146200-24146399	chrX	24146200-24146399	37	ZFX	plus	test
chrX:24146250-24146449	chrX	24146250-24146449	62	ZFX	plus	test
chrX:24146300-24146499	chrX	24146300-24146499	62	ZFX	plus	test
chrX:24146350-24146549	chrX	24146350-24146549	53	ZFX	plus	test
chrX:24146400-24146599	chrX	24146400-24146599	68	ZFX	plus	test
chrX:24146450-24146649	chrX	24146450-24146649	92	ZFX	plus	test
chrX:24146500-24146699	chrX	24146500-24146699	80	ZFX	plus	test
chrX:24146550-24146749	chrX	24146550-24146749	90	ZFX	plus	test
chrX:24146600-24146799	chrX	24146600-24146799	126	ZFX	plus	test
chrX:24146650-24146849	chrX	24146650-24146849	69	ZFX	plus	test
chrX:24146700-24146899	chrX	24146700-24146899	74	ZFX	plus	test
chrX:24146750-24146949	chrX	24146750-24146949	88	ZFX	plus	test
chrX:24146800-24146999	chrX	24146800-24146999	69	ZFX	plus	test
chrX:24146850-24147049	chrX	24146850-24147049	104	ZFX	plus	test
chrX:24146900-24147099	chrX	24146900-24147099	97	ZFX	plus	test
chrX:24146950-24147149	chrX	24146950-24147149	64	ZFX	plus	test
chrX:24147000-24147199	chrX	24147000-24147199	68	ZFX	plus	test
chrX:24147050-24147249	chrX	24147050-24147249	31	ZFX	plus	test
chrX:24147100-24147299	chrX	24147100-24147299	53	ZFX	plus	test
chrX:24147150-24147349	chrX	24147150-24147349	78	ZFX	plus	test
chrX:24147200-24147399	chrX	24147200-24147399	89	ZFX	plus	test
chrX:24147250-24147449	chrX	24147250-24147449	148	ZFX	plus	test
chrX:24147300-24147499	chrX	24147300-24147499	114	ZFX	plus	test
chrX:24147350-24147549	chrX	24147350-24147549	95	ZFX	plus	test
chrX:24147400-24147599	chrX	24147400-24147599	60	ZFX	plus	test
chrX:24147450-24147649	chrX	24147450-24147649	92	ZFX	plus	test
chrX:24147500-24147699	chrX	24147500-24147699	70	ZFX	plus	test
chrX:24147550-24147749	chrX	24147550-24147749	69	ZFX	plus	test
chrX:24147600-24147799	chrX	24147600-24147799	92	ZFX	plus	test
chrX:24147650-24147849	chrX	24147650-24147849	102	ZFX	plus	test
chrX:24147700-24147899	chrX	24147700-24147899	67	ZFX	plus	test
chrX:24147750-24147949	chrX	24147750-24147949	53	ZFX	plus	test
chrX:24147800-24147999	chrX	24147800-24147999	55	ZFX	plus	test
chrX:24147850-24148049	chrX	24147850-24148049	68	ZFX	plus	test
chrX:24147900-24148099	chrX	24147900-24148099	54	ZFX	plus	test
chrX:24147950-24148149	chrX	24147950-24148149	102	ZFX	plus	test
chrX:24148000-24148199	chrX	24148000-24148199	87	ZFX	plus	test
chrX:24148050-24148249	chrX	24148050-24148249	37	ZFX	plus	test
chrX:24148100-24148299	chrX	24148100-24148299	44	ZFX	plus	test
chrX:24148150-24148349	chrX	24148150-24148349	52	ZFX	plus	test
chrX:24148200-24148399	chrX	24148200-24148399	91	ZFX	plus	test
chrX:24148250-24148449	chrX	24148250-24148449	40	ZFX	plus	test
chrX:24148300-24148499	chrX	24148300-24148499	67	ZFX	plus	test
chrX:24148350-24148549	chrX	24148350-24148549	85	ZFX	plus	test
chrX:24148400-24148599	chrX	24148400-24148599	39	ZFX	plus	test
chrX:24148450-24148649	chrX	24148450-24148649	65	ZFX	plus	test
chrX:24148500-24148699	chrX	24148500-24148699	90	ZFX	plus	test
chrX:24148550-24148749	chrX	24148550-24148749	101	ZFX	plus	test
chrX:24148600-24148799	chrX	24148600-24148799	32	ZFX	plus	test
chrX:24148650-24148849	chrX	24148650-24148849	43	ZFX	plus	test
chrX:24148700-24148899	chrX	24148700-24148899	50	ZFX	plus	test
chrX:24148750-24148949	chrX	24148750-24148949	70	ZFX	plus	test
chrX:24148800-24148999	chrX	24148800-24148999	82	ZFX	plus	test
chrX:24148850-24149049	chrX	24148850-24149049	83	ZFX	plus	test
chrX:24148900-24149099	chrX	24148900-24149099	65	ZFX	plus	test
chrX:24148950-24149149	chrX	24148950-24149149	42	ZFX	plus	test
chrX:24149000-24149199	chrX	24149000-24149199	58	ZFX	plus	test
chrX:24149050-24149249	chrX	24149050-24149249	66	ZFX	plus	test
chrX:24149100-24149299	chrX	24149100-24149299	40	ZFX	plus	test
chrX:24149400-24149599	chrX	24149400-24149599	1	ZFX	plus	test
chrX:24149450-24149649	chrX	24149450-24149649	16	ZFX	plus	test
chrX:24149500-24149699	chrX	24149500-24149699	168	ZFX	plus	test
chrX:24149550-24149749	chrX	24149550-24149749	56	ZFX	plus	test
chrX:24149600-24149799	chrX	24149600-24149799	15	ZFX	plus	test
chrX:24150050-24150249	chrX	24150050-24150249	1	ZFX	plus	test
chrX:24150100-24150299	chrX	24150100-24150299	0	ZFX	plus	test
chrX:24150150-24150349	chrX	24150150-24150349	0	ZFX	plus	test
chrX:24150200-24150399	chrX	24150200-24150399	0	ZFX	plus	test
chrX:24150400-24150599	chrX	24150400-24150599	86	ZFX	plus	test
chrX:24150450-24150649	chrX	24150450-24150649	52	ZFX	plus	test
chrX:24150500-24150699	chrX	24150500-24150699	108	ZFX	plus	test
chrX:24150550-24150749	chrX	24150550-24150749	89	ZFX	plus	test
chrX:24150600-24150799	chrX	24150600-24150799	112	ZFX	plus	test
chrX:24150650-24150849	chrX	24150650-24150849	70	ZFX	plus	test
chrX:24150700-24150899	chrX	24150700-24150899	49	ZFX	plus	test
chrX:24150750-24150949	chrX	24150750-24150949	75	ZFX	plus	test
chrX:24150800-24150999	chrX	24150800-24150999	52	ZFX	plus	test
chrX:24150850-24151049	chrX	24150850-24151049	87	ZFX	plus	test
chrX:24150900-24151099	chrX	24150900-24151099	86	ZFX	plus	test
chrX:24150950-24151149	chrX	24150950-24151149	94	ZFX	plus	test
chrX:24151000-24151199	chrX	24151000-24151199	160	ZFX	plus	test
chrX:24151050-24151249	chrX	24151050-24151249	129	ZFX	plus	test
chrX:24151100-24151299	chrX	24151100-24151299	73	ZFX	plus	test
chrX:24151150-24151349	chrX	24151150-24151349	63	ZFX	plus	test
chrX:24151200-24151399	chrX	24151200-24151399	22	ZFX	plus	test
chrX:24151250-24151449	chrX	24151250-24151449	61	ZFX	plus	test
chrX:24151300-24151499	chrX	24151300-24151499	66	ZFX	plus	test
chrX:24151350-24151549	chrX	24151350-24151549	74	ZFX	plus	test
chrX:24151400-24151599	chrX	24151400-24151599	70	ZFX	plus	test
chrX:24151450-24151649	chrX	24151450-24151649	46	ZFX	plus	test
chrX:24151500-24151699	chrX	24151500-24151699	96	ZFX	plus	test
chrX:24151550-24151749	chrX	24151550-24151749	97	ZFX	plus	test
chrX:24151600-24151799	chrX	24151600-24151799	121	ZFX	plus	test
chrX:24151650-24151849	chrX	24151650-24151849	83	ZFX	plus	test
chrX:24151700-24151899	chrX	24151700-24151899	60	ZFX	plus	test
chrX:24151750-24151949	chrX	24151750-24151949	70	ZFX	plus	test
chrX:24151800-24151999	chrX	24151800-24151999	99	ZFX	plus	test
chrX:24151850-24152049	chrX	24151850-24152049	37	ZFX	plus	test
chrX:24151900-24152099	chrX	24151900-24152099	80	ZFX	plus	test
chrX:24151950-24152149	chrX	24151950-24152149	86	ZFX	plus	test
chrX:24152000-24152199	chrX	24152000-24152199	61	ZFX	plus	test
chrX:24152050-24152249	chrX	24152050-24152249	80	ZFX	plus	test
chrX:24152100-24152299	chrX	24152100-24152299	71	ZFX	plus	test
chrX:24152150-24152349	chrX	24152150-24152349	96	ZFX	plus	test
chrX:24152200-24152399	chrX	24152200-24152399	111	ZFX	plus	test
chrX:24152250-24152449	chrX	24152250-24152449	100	ZFX	plus	test
chrX:24152300-24152499	chrX	24152300-24152499	68	ZFX	plus	test
chrX:24152350-24152549	chrX	24152350-24152549	72	ZFX	plus	test
chrX:24152400-24152599	chrX	24152400-24152599	79	ZFX	plus	test
chrX:24152450-24152649	chrX	24152450-24152649	70	ZFX	plus	test
chrX:24152500-24152699	chrX	24152500-24152699	38	ZFX	plus	test
chrX:24152550-24152749	chrX	24152550-24152749	51	ZFX	plus	test
chrX:24152600-24152799	chrX	24152600-24152799	79	ZFX	plus	test
chrX:24152650-24152849	chrX	24152650-24152849	66	ZFX	plus	test
chrX:24152700-24152899	chrX	24152700-24152899	48	ZFX	plus	test
chrX:24152750-24152949	chrX	24152750-24152949	60	ZFX	plus	test
chrX:24152800-24152999	chrX	24152800-24152999	85	ZFX	plus	test
chrX:24152850-24153049	chrX	24152850-24153049	43	ZFX	plus	test
chrX:24152900-24153099	chrX	24152900-24153099	69	ZFX	plus	test
chrX:24152950-24153149	chrX	24152950-24153149	80	ZFX	plus	test
chrX:24153000-24153199	chrX	24153000-24153199	125	ZFX	plus	test
chrX:24153050-24153249	chrX	24153050-24153249	105	ZFX	plus	test
chrX:24153100-24153299	chrX	24153100-24153299	57	ZFX	plus	test
chrX:24153150-24153349	chrX	24153150-24153349	101	ZFX	plus	test
chrX:24153200-24153399	chrX	24153200-24153399	140	ZFX	plus	test
chrX:24153250-24153449	chrX	24153250-24153449	128	ZFX	plus	test
chrX:24153300-24153499	chrX	24153300-24153499	177	ZFX	plus	test
chrX:24153350-24153549	chrX	24153350-24153549	100	ZFX	plus	test
chrX:24153400-24153599	chrX	24153400-24153599	102	ZFX	plus	test
chrX:3711006-3711205	chrX	3711006-3711205	84	PRKX	minus	test
chrX:3711056-3711255	chrX	3711056-3711255	107	PRKX	minus	test
chrX:3711106-3711305	chrX	3711106-3711305	88	PRKX	minus	test
chrX:3711156-3711355	chrX	3711156-3711355	93	PRKX	minus	test
chrX:3711206-3711405	chrX	3711206-3711405	80	PRKX	minus	test
chrX:3711256-3711455	chrX	3711256-3711455	93	PRKX	minus	test
chrX:3711306-3711505	chrX	3711306-3711505	122	PRKX	minus	test
chrX:3711356-3711555	chrX	3711356-3711555	96	PRKX	minus	test
chrX:3711406-3711605	chrX	3711406-3711605	89	PRKX	minus	test
chrX:3711456-3711655	chrX	3711456-3711655	69	PRKX	minus	test
chrX:3711506-3711705	chrX	3711506-3711705	88	PRKX	minus	test
chrX:3711556-3711755	chrX	3711556-3711755	62	PRKX	minus	test
chrX:3711606-3711805	chrX	3711606-3711805	77	PRKX	minus	test
chrX:3711656-3711855	chrX	3711656-3711855	93	PRKX	minus	test
chrX:3711706-3711905	chrX	3711706-3711905	174	PRKX	minus	test
chrX:3711756-3711955	chrX	3711756-3711955	179	PRKX	minus	test
chrX:3711806-3712005	chrX	3711806-3712005	164	PRKX	minus	test
chrX:3711856-3712055	chrX	3711856-3712055	136	PRKX	minus	test
chrX:3711906-3712105	chrX	3711906-3712105	140	PRKX	minus	test
chrX:3711956-3712155	chrX	3711956-3712155	75	PRKX	minus	test
chrX:3712006-3712205	chrX	3712006-3712205	135	PRKX	minus	test
chrX:3712056-3712255	chrX	3712056-3712255	87	PRKX	minus	test
chrX:3712106-3712305	chrX	3712106-3712305	64	PRKX	minus	test
chrX:3712156-3712355	chrX	3712156-3712355	101	PRKX	minus	test
chrX:3712206-3712405	chrX	3712206-3712405	62	PRKX	minus	test
chrX:3712256-3712455	chrX	3712256-3712455	77	PRKX	minus	test
chrX:3712306-3712505	chrX	3712306-3712505	98	PRKX	minus	test
chrX:3712356-3712555	chrX	3712356-3712555	94	PRKX	minus	test
chrX:3712406-3712605	chrX	3712406-3712605	114	PRKX	minus	test
chrX:3712456-3712655	chrX	3712456-3712655	139	PRKX	minus	test
chrX:3712506-3712705	chrX	3712506-3712705	114	PRKX	minus	test
chrX:3712556-3712755	chrX	3712556-3712755	72	PRKX	minus	test
chrX:3712606-3712805	chrX	3712606-3712805	105	PRKX	minus	test
chrX:3712656-3712855	chrX	3712656-3712855	121	PRKX	minus	test
chrX:3712706-3712905	chrX	3712706-3712905	127	PRKX	minus	test
chrX:3712756-3712955	chrX	3712756-3712955	65	PRKX	minus	test
chrX:3712806-3713005	chrX	3712806-3713005	88	PRKX	minus	test
chrX:3712856-3713055	chrX	3712856-3713055	133	PRKX	minus	test
chrX:3712906-3713105	chrX	3712906-3713105	105	PRKX	minus	test
chrX:3712956-3713155	chrX	3712956-3713155	88	PRKX	minus	test
chrX:3713006-3713205	chrX	3713006-3713205	70	PRKX	minus	test
chrX:3713056-3713255	chrX	3713056-3713255	1	PRKX	minus	test
chrX:3713106-3713305	chrX	3713106-3713305	1	PRKX	minus	test
chrX:3713306-3713505	chrX	3713306-3713505	1	PRKX	minus	test
chrX:3713756-3713955	chrX	3713756-3713955	63	PRKX	minus	test
chrX:3713806-3714005	chrX	3713806-3714005	136	PRKX	minus	test
chrX:3713856-3714055	chrX	3713856-3714055	137	PRKX	minus	test
chrX:3713906-3714105	chrX	3713906-3714105	83	PRKX	minus	test
chrX:3713956-3714155	chrX	3713956-3714155	74	PRKX	minus	test
chrX:3714006-3714205	chrX	3714006-3714205	88	PRKX	minus	test
chrX:3714056-3714255	chrX	3714056-3714255	103	PRKX	minus	test
chrX:3714106-3714305	chrX	3714106-3714305	89	PRKX	minus	test
chrX:3714156-3714355	chrX	3714156-3714355	77	PRKX	minus	test
chrX:3714206-3714405	chrX	3714206-3714405	56	PRKX	minus	test
chrX:3714256-3714455	chrX	3714256-3714455	51	PRKX	minus	test
chrX:3714306-3714505	chrX	3714306-3714505	60	PRKX	minus	test
chrX:41083351-41083550	chrX	41083351-41083550	97	USP9X	plus	test
chrX:41083401-41083600	chrX	41083401-41083600	70	USP9X	plus	test
chrX:41083451-41083650	chrX	41083451-41083650	57	USP9X	plus	test
chrX:41083501-41083700	chrX	41083501-41083700	70	USP9X	plus	test
chrX:41083551-41083750	chrX	41083551-41083750	51	USP9X	plus	test
chrX:41083601-41083800	chrX	41083601-41083800	45	USP9X	plus	test
chrX:41083651-41083850	chrX	41083651-41083850	40	USP9X	plus	test
chrX:41083701-41083900	chrX	41083701-41083900	46	USP9X	plus	test
chrX:41083751-41083950	chrX	41083751-41083950	58	USP9X	plus	test
chrX:41083801-41084000	chrX	41083801-41084000	59	USP9X	plus	test
chrX:41083851-41084050	chrX	41083851-41084050	72	USP9X	plus	test
chrX:41083901-41084100	chrX	41083901-41084100	59	USP9X	plus	test
chrX:41083951-41084150	chrX	41083951-41084150	76	USP9X	plus	test
chrX:41084001-41084200	chrX	41084001-41084200	70	USP9X	plus	test
chrX:41084051-41084250	chrX	41084051-41084250	77	USP9X	plus	test
chrX:41084101-41084300	chrX	41084101-41084300	77	USP9X	plus	test
chrX:41084151-41084350	chrX	41084151-41084350	85	USP9X	plus	test
chrX:41084201-41084400	chrX	41084201-41084400	95	USP9X	plus	test
chrX:41084251-41084450	chrX	41084251-41084450	115	USP9X	plus	test
chrX:41084301-41084500	chrX	41084301-41084500	99	USP9X	plus	test
chrX:41084351-41084550	chrX	41084351-41084550	93	USP9X	plus	test
chrX:41084401-41084600	chrX	41084401-41084600	138	USP9X	plus	test
chrX:41084451-41084650	chrX	41084451-41084650	78	USP9X	plus	test
chrX:41084501-41084700	chrX	41084501-41084700	80	USP9X	plus	test
chrX:41084551-41084750	chrX	41084551-41084750	1	USP9X	plus	test
chrX:41084601-41084800	chrX	41084601-41084800	2	USP9X	plus	test
chrX:41084651-41084850	chrX	41084651-41084850	82	USP9X	plus	test
chrX:41084701-41084900	chrX	41084701-41084900	97	USP9X	plus	test
chrX:41084751-41084950	chrX	41084751-41084950	94	USP9X	plus	test
chrX:41084801-41085000	chrX	41084801-41085000	121	USP9X	plus	test
chrX:41084851-41085050	chrX	41084851-41085050	122	USP9X	plus	test
chrX:41084901-41085100	chrX	41084901-41085100	89	USP9X	plus	test
chrX:41084951-41085150	chrX	41084951-41085150	98	USP9X	plus	test
chrX:41085001-41085200	chrX	41085001-41085200	112	USP9X	plus	test
chrX:41085051-41085250	chrX	41085051-41085250	93	USP9X	plus	test
chrX:41085101-41085300	chrX	41085101-41085300	21	USP9X	plus	test
chrX:41085151-41085350	chrX	41085151-41085350	14	USP9X	plus	test
chrX:41085201-41085400	chrX	41085201-41085400	13	USP9X	plus	test
chrX:41085301-41085500	chrX	41085301-41085500	1	USP9X	plus	test
chrX:41085401-41085600	chrX	41085401-41085600	83	USP9X	plus	test
chrX:41085451-41085650	chrX	41085451-41085650	3	USP9X	plus	test
chrX:41085501-41085700	chrX	41085501-41085700	1	USP9X	plus	test
chrX:41085551-41085750	chrX	41085551-41085750	77	USP9X	plus	test
chrX:41085601-41085800	chrX	41085601-41085800	73	USP9X	plus	test
chrX:41085651-41085850	chrX	41085651-41085850	70	USP9X	plus	test
chrX:41085701-41085900	chrX	41085701-41085900	60	USP9X	plus	test
chrX:41085751-41085950	chrX	41085751-41085950	101	USP9X	plus	test
chrX:41085801-41086000	chrX	41085801-41086000	207	USP9X	plus	test
